SystemComponentId,SystemSerdesId,LineComponentId,LineSerdesId,TraceLoss,ConnectionType,PolaritySwap
0,16,1,2,8.2,rx,Yes
0,16,1,4,7.8,tx,No
0,17,1,3,8.0,rx,No
0,17,1,5,7.91,tx,Yes
0,18,1,0,8.04,rx,No
0,18,1,6,7.63,tx,No
0,19,1,1,7.84,rx,Yes
0,19,1,7,7.74,tx,Yes
0,20,1,6,8.69,rx,Yes
0,20,1,0,8.15,tx,No
0,21,1,7,8.24,rx,No
0,21,1,1,8.33,tx,Yes
0,22,1,4,8.5,rx,No
0,22,1,2,7.97,tx,No
0,23,1,5,8.15,rx,Yes
0,23,1,3,8.11,tx,Yes
0,0,2,2,9.95,rx,Yes
0,0,2,4,9.01,tx,No
0,1,2,3,9.12,rx,No
0,1,2,5,9.5,tx,Yes
0,2,2,0,9.48,rx,No
0,2,2,6,9.03,tx,No
0,3,2,1,9.03,rx,Yes
0,3,2,7,9.26,tx,Yes
0,4,2,6,10.12,rx,No
0,4,2,0,9.37,tx,No
0,5,2,7,9.78,rx,No
0,5,2,1,9.59,tx,Yes
0,6,2,4,10.04,rx,No
0,6,2,2,9.22,tx,No
0,7,2,5,9.3,rx,Yes
0,7,2,3,9.35,tx,Yes
0,8,3,4,9.91,rx,Yes
0,8,3,2,8.93,tx,Yes
0,9,3,5,9.36,rx,No
0,9,3,3,9.64,tx,No
0,10,3,6,9.62,rx,Yes
0,10,3,0,8.89,tx,No
0,11,3,7,9.38,rx,No
0,11,3,1,9.1,tx,Yes
0,12,3,0,10.09,rx,Yes
0,12,3,6,9.6,tx,Yes
0,13,3,1,9.75,rx,No
0,13,3,7,9.94,tx,No
0,14,3,2,9.85,rx,Yes
0,14,3,4,9.08,tx,No
0,15,3,3,9.59,rx,No
0,15,3,5,9.77,tx,Yes
0,24,4,4,8.34,rx,Yes
0,24,4,2,7.72,tx,Yes
0,25,4,5,8.12,rx,No
0,25,4,3,7.87,tx,No
0,26,4,6,8.18,rx,Yes
0,26,4,0,7.56,tx,No
0,27,4,7,7.98,rx,No
0,27,4,1,7.71,tx,Yes
0,28,4,0,8.76,rx,Yes
0,28,4,6,8.02,tx,Yes
0,29,4,1,8.5,rx,No
0,29,4,7,8.36,tx,No
0,30,4,2,8.49,rx,Yes
0,30,4,4,7.87,tx,No
0,31,4,3,8.26,rx,No
0,31,4,5,8.23,tx,Yes
0,56,5,5,5.8,rx,Yes
0,56,5,4,5.81,tx,No
0,57,5,7,5.96,rx,No
0,57,5,6,5.8,tx,No
0,58,5,4,6.28,rx,No
0,58,5,7,5.79,tx,Yes
0,59,5,6,6.51,rx,Yes
0,59,5,5,5.82,tx,Yes
0,60,5,0,5.94,rx,No
0,60,5,0,6.05,tx,No
0,61,5,1,5.63,rx,No
0,61,5,3,6.0,tx,No
0,62,5,2,6.11,rx,Yes
0,62,5,2,5.98,tx,Yes
0,63,5,3,5.79,rx,Yes
0,63,5,1,6.15,tx,Yes
0,40,6,5,6.63,rx,Yes
0,40,6,4,6.7,tx,Yes
0,41,6,7,7.17,rx,No
0,41,6,6,6.89,tx,No
0,42,6,4,7.54,rx,No
0,42,6,7,7.02,tx,Yes
0,43,6,6,7.69,rx,Yes
0,43,6,5,7.09,tx,Yes
0,44,6,0,7.13,rx,No
0,44,6,0,7.04,tx,No
0,45,6,1,6.57,rx,No
0,45,6,3,7.05,tx,No
0,46,6,2,7.57,rx,Yes
0,46,6,2,6.92,tx,Yes
0,47,6,3,6.66,rx,Yes
0,47,6,1,7.53,tx,Yes
0,32,7,5,7.06,rx,No
0,32,7,3,7.09,tx,No
0,33,7,4,7.77,rx,Yes
0,33,7,2,6.51,tx,Yes
0,34,7,7,7.14,rx,Yes
0,34,7,1,6.8,tx,No
0,35,7,6,7.57,rx,No
0,35,7,0,6.59,tx,Yes
0,36,7,1,7.42,rx,Yes
0,36,7,6,7.0,tx,No
0,37,7,0,8.23,rx,Yes
0,37,7,7,7.21,tx,No
0,38,7,3,7.16,rx,No
0,38,7,5,7.21,tx,Yes
0,39,7,2,7.65,rx,Yes
0,39,7,4,6.64,tx,Yes
0,48,8,3,6.2,rx,No
0,48,8,2,5.63,tx,Yes
0,49,8,1,6.44,rx,Yes
0,49,8,0,5.64,tx,Yes
0,50,8,2,6.56,rx,Yes
0,50,8,1,5.65,tx,No
0,51,8,0,6.85,rx,No
0,51,8,3,5.64,tx,No
0,52,8,6,6.36,rx,Yes
0,52,8,6,5.82,tx,Yes
0,53,8,7,6.05,rx,Yes
0,53,8,5,5.97,tx,Yes
0,54,8,4,6.52,rx,No
0,54,8,4,5.79,tx,No
0,55,8,5,6.19,rx,No
0,55,8,7,6.09,tx,No
0,88,9,5,4.87,rx,Yes
0,88,9,4,4.87,tx,No
0,89,9,7,5.04,rx,No
0,89,9,6,4.89,tx,No
0,90,9,4,5.37,rx,No
0,90,9,7,4.9,tx,Yes
0,91,9,6,5.51,rx,Yes
0,91,9,5,4.91,tx,Yes
0,92,9,0,5.09,rx,No
0,92,9,0,5.05,tx,No
0,93,9,1,4.76,rx,No
0,93,9,3,5.08,tx,No
0,94,9,2,5.28,rx,Yes
0,94,9,2,5.04,tx,Yes
0,95,9,3,4.91,rx,Yes
0,95,9,1,5.15,tx,Yes
0,72,10,5,5.71,rx,Yes
0,72,10,4,5.68,tx,No
0,73,10,7,6.19,rx,No
0,73,10,6,5.9,tx,No
0,74,10,4,6.55,rx,No
0,74,10,7,5.98,tx,Yes
0,75,10,6,6.75,rx,Yes
0,75,10,5,6.04,tx,Yes
0,76,10,0,6.13,rx,No
0,76,10,0,6.02,tx,No
0,77,10,1,5.67,rx,No
0,77,10,3,6.04,tx,No
0,78,10,2,6.57,rx,Yes
0,78,10,2,5.92,tx,Yes
0,79,10,3,5.71,rx,Yes
0,79,10,1,6.5,tx,Yes
0,64,11,3,6.16,rx,No
0,64,11,2,5.6,tx,Yes
0,65,11,1,6.39,rx,Yes
0,65,11,0,5.67,tx,Yes
0,66,11,2,6.65,rx,Yes
0,66,11,1,5.81,tx,No
0,67,11,0,7.17,rx,No
0,67,11,3,6.09,tx,No
0,68,11,6,6.51,rx,Yes
0,68,11,6,6.04,tx,Yes
0,69,11,7,6.08,rx,Yes
0,69,11,5,6.2,tx,Yes
0,70,11,4,6.76,rx,No
0,70,11,4,5.74,tx,No
0,71,11,5,6.05,rx,No
0,71,11,7,6.28,tx,No
0,80,12,3,5.26,rx,No
0,80,12,2,4.72,tx,Yes
0,81,12,1,5.4,rx,Yes
0,81,12,0,4.73,tx,Yes
0,82,12,2,5.63,rx,Yes
0,82,12,1,4.84,tx,No
